[INFO]Started
[INFO]Call: main.py--modetrain--lns_destructionT--lns_destruction_p0.2--nb_batches_training_set2800--nb_train_batches2800--batch_size25--lns_timelimit300--lns_batch_size5--test_size10--valid_size10--training_path/content/drive/MyDrive/MBA/data/050/vrppd-instances-1.0/train/pa--run_name050_PA_TRAIN--load_partial_instanceTrue--devicecpu
[INFO]Version: 0.3.0
[INFO]PARAMETERS:
[INFO]actor_lr: 0.0001
[INFO]batch_size: 25
[INFO]calculate_real_distance: False
[INFO]create_training_dataset: False
[INFO]critic_hidden_size: 128
[INFO]critic_lr: 0.0005
[INFO]device: cpu
[INFO]instance_blueprint: ALTR_20
[INFO]instance_path: None
[INFO]lns_Z_param: 0.8
[INFO]lns_adaptive_search: False
[INFO]lns_batch_size: 5
[INFO]lns_destruction: T
[INFO]lns_destruction_p: 0.2
[INFO]lns_max_iterations: 50000
[INFO]lns_nb_cpus: 1
[INFO]lns_reheating_nb: 5
[INFO]lns_t_max: 1000
[INFO]lns_t_min: 10
[INFO]lns_timelimit: 300
[INFO]lns_timelimit_validation: 300.0
[INFO]load_partial_instance: True
[INFO]max_grad_norm: 2.0
[INFO]mode: train
[INFO]model_path: None
[INFO]nb_batches_training_set: 2800
[INFO]nb_runs: 1
[INFO]nb_train_batches: 2800
[INFO]output_path: /content/NLNS/runs/run_050_PA_TRAIN_2023-11-29 19:21:42.921289
[INFO]pointer_hidden_size: 128
[INFO]round_distances: False
[INFO]run_name: 050_PA_TRAIN
[INFO]split_delivery: False
[INFO]test_size: 10
[INFO]training_path: /content/drive/MyDrive/MBA/data/050/vrppd-instances-1.0/train/pa
[INFO]valid_size: 10
[INFO]validation_seed: 0
[INFO]----------
[INFO]Generating training data...
[INFO]Loading training data...
[INFO]Loading validation data...
[INFO]Data loaded...
[INFO]Starting training...
[INFO]Batch 1/2800, repair costs (reward): 1075149.000, loss: -392847232.000000, critic_loss: 1171470942208.000000
[INFO]Batch 2/2800, repair costs (reward): 1109561.688, loss: -404478832.000000, critic_loss: 1249085292544.000000
[INFO]Batch 3/2800, repair costs (reward): 1160028.708, loss: -422960277.333333, critic_loss: 1366889463808.000000
[INFO]Batch 4/2800, repair costs (reward): 1142005.406, loss: -416194784.000000, critic_loss: 1324712624128.000000
[INFO]Batch 5/2800, repair costs (reward): 1138310.975, loss: -415038681.600000, critic_loss: 1318679216128.000000
[INFO]Batch 6/2800, repair costs (reward): 1163831.021, loss: -424123546.666667, critic_loss: 1379513270272.000000
[INFO]Batch 7/2800, repair costs (reward): 1163511.429, loss: -424046093.714286, critic_loss: 1378267449636.571533
[INFO]Batch 8/2800, repair costs (reward): 1170125.984, loss: -426297620.000000, critic_loss: 1392425385984.000000
[INFO]Batch 9/2800, repair costs (reward): 1169487.139, loss: -425830656.000000, critic_loss: 1390054007694.222168
[INFO]Batch 10/2800, repair costs (reward): 1175834.950, loss: -428038518.400000, critic_loss: 1404063763660.800049
[INFO]Batch 11/2800, repair costs (reward): 1181174.284, loss: -429964852.363636, critic_loss: 1417519133789.090820
[INFO]Batch 12/2800, repair costs (reward): 1182461.896, loss: -430268749.333333, critic_loss: 1420762218496.000000
[INFO]Batch 13/2800, repair costs (reward): 1180113.365, loss: -429449331.692308, critic_loss: 1415021491751.384521
[INFO]Batch 14/2800, repair costs (reward): 1173821.009, loss: -427291846.857143, critic_loss: 1400538464256.000000
[INFO]Batch 15/2800, repair costs (reward): 1178990.150, loss: -429116526.933333, critic_loss: 1412678418432.000000
[INFO]Batch 16/2800, repair costs (reward): 1178452.922, loss: -428991850.000000, critic_loss: 1411145932800.000000
[INFO]Batch 17/2800, repair costs (reward): 1180204.088, loss: -429665899.294118, critic_loss: 1414897151277.176514
[INFO]Batch 18/2800, repair costs (reward): 1183194.125, loss: -430674762.666667, critic_loss: 1421675520910.222168
[INFO]Batch 19/2800, repair costs (reward): 1184623.829, loss: -431155520.000000, critic_loss: 1424583743380.210449
[INFO]Batch 20/2800, repair costs (reward): 1183504.275, loss: -430733841.600000, critic_loss: 1421780412006.399902
[INFO]Batch 21/2800, repair costs (reward): 1182061.196, loss: -430147175.619048, critic_loss: 1418619469043.809570
[INFO]Batch 22/2800, repair costs (reward): 1182920.534, loss: -430407202.909091, critic_loss: 1421055027386.181885
[INFO]Batch 23/2800, repair costs (reward): 1185381.995, loss: -431229068.521739, critic_loss: 1426874234078.608643
[INFO]Batch 24/2800, repair costs (reward): 1185814.359, loss: -431156113.333333, critic_loss: 1428444812629.333252
[INFO]Batch 25/2800, repair costs (reward): 1185137.350, loss: -430903676.160000, critic_loss: 1426494403379.199951
[INFO]Batch 26/2800, repair costs (reward): 1183759.019, loss: -430399931.076923, critic_loss: 1422997424600.615479
[INFO]Batch 27/2800, repair costs (reward): 1183694.648, loss: -430278624.000000, critic_loss: 1422690712386.370361
[INFO]Batch 28/2800, repair costs (reward): 1182391.143, loss: -429810045.714286, critic_loss: 1419095179264.000000
[INFO]Batch 29/2800, repair costs (reward): 1187748.573, loss: -431547644.689655, critic_loss: 1432304678700.137939
[INFO]Batch 30/2800, repair costs (reward): 1185209.996, loss: -430580263.466667, critic_loss: 1426109191509.333252
[INFO]Batch 31/2800, repair costs (reward): 1184153.984, loss: -430179629.419355, critic_loss: 1423408209127.225830
[INFO]Batch 32/2800, repair costs (reward): 1182746.852, loss: -429653380.000000, critic_loss: 1420072792064.000000
[INFO]Batch 33/2800, repair costs (reward): 1184890.958, loss: -430383319.272727, critic_loss: 1425298840855.272705
[INFO]Batch 34/2800, repair costs (reward): 1182085.463, loss: -429253616.941176, critic_loss: 1418662853692.235352
[INFO]Batch 35/2800, repair costs (reward): 1180189.296, loss: -428482411.885714, critic_loss: 1414363892004.571533
[INFO]Batch 36/2800, repair costs (reward): 1178497.090, loss: -427873514.666667, critic_loss: 1410361637091.555664
[INFO]Batch 37/2800, repair costs (reward): 1176089.905, loss: -427048576.000000, critic_loss: 1404778092599.351318
[INFO]Batch 38/2800, repair costs (reward): 1177612.122, loss: -427542962.526316, critic_loss: 1408217741635.368408
[INFO]Batch 39/2800, repair costs (reward): 1177102.651, loss: -427373609.846154, critic_loss: 1406719199704.615479
[INFO]Batch 40/2800, repair costs (reward): 1177767.531, loss: -427583982.400000, critic_loss: 1408023163699.199951
[INFO]Batch 41/2800, repair costs (reward): 1177872.442, loss: -427547659.707317, critic_loss: 1407953100200.585449
[INFO]Batch 42/2800, repair costs (reward): 1177364.851, loss: -427321516.190476, critic_loss: 1406546745441.523926
[INFO]Batch 43/2800, repair costs (reward): 1173597.557, loss: -425964282.790698, critic_loss: 1398020888147.348877
[INFO]Batch 44/2800, repair costs (reward): 1172588.499, loss: -425608662.545455, critic_loss: 1395659644183.272705
[INFO]Batch 45/2800, repair costs (reward): 1174181.296, loss: -426165155.555556, critic_loss: 1399224546099.199951
[INFO]Batch 46/2800, repair costs (reward): 1173618.865, loss: -425925800.347826, critic_loss: 1397742868034.782715
[INFO]Batch 47/2800, repair costs (reward): 1172794.334, loss: -425637019.914894, critic_loss: 1395673805061.446777
[INFO]Batch 48/2800, repair costs (reward): 1175763.514, loss: -426671829.333333, critic_loss: 1403027266218.666748
[INFO]Batch 49/2800, repair costs (reward): 1174426.065, loss: -426228245.551020, critic_loss: 1399866557084.734619
[INFO]Batch 50/2800, repair costs (reward): 1176640.654, loss: -427048250.240000, critic_loss: 1404988373073.919922
[INFO]Batch 51/2800, repair costs (reward): 1174757.457, loss: -426405945.725490, critic_loss: 1400587073977.725586
[INFO]Batch 52/2800, repair costs (reward): 1175040.737, loss: -426490279.384615, critic_loss: 1401146067416.615479
[INFO]Batch 53/2800, repair costs (reward): 1178218.588, loss: -427631473.509434, critic_loss: 1408991925692.377441
[INFO]Batch 54/2800, repair costs (reward): 1179364.959, loss: -428037622.518519, critic_loss: 1411576293451.851807
[INFO]Batch 55/2800, repair costs (reward): 1181264.483, loss: -428689306.181818, critic_loss: 1416010479578.763672
[INFO]Batch 56/2800, repair costs (reward): 1181099.175, loss: -428618132.571429, critic_loss: 1415538595547.428467
[INFO]Batch 57/2800, repair costs (reward): 1178584.468, loss: -427703051.789474, critic_loss: 1409709637632.000000
[INFO]Batch 58/2800, repair costs (reward): 1178131.986, loss: -427528376.275862, critic_loss: 1408618085835.034424
[INFO]Batch 59/2800, repair costs (reward): 1177655.897, loss: -427351955.525424, critic_loss: 1407434141071.186523
[INFO]Batch 60/2800, repair costs (reward): 1177413.849, loss: -427241829.333333, critic_loss: 1406730842931.199951
[INFO]Batch 61/2800, repair costs (reward): 1177215.694, loss: -427151575.081967, critic_loss: 1406229128108.065674
[INFO]Batch 62/2800, repair costs (reward): 1178059.955, loss: -427468516.129032, critic_loss: 1408210387472.516113
[INFO]Batch 63/2800, repair costs (reward): 1177737.207, loss: -427367181.714286, critic_loss: 1407335842572.190430
[INFO]Batch 64/2800, repair costs (reward): 1175580.071, loss: -426593649.000000, critic_loss: 1402433826816.000000
[INFO]Batch 65/2800, repair costs (reward): 1175525.399, loss: -426563348.676923, critic_loss: 1402085209639.384521
[INFO]Batch 66/2800, repair costs (reward): 1175907.065, loss: -426698040.727273, critic_loss: 1402884005639.757568
[INFO]Batch 67/2800, repair costs (reward): 1176017.128, loss: -426706294.925373, critic_loss: 1402946803681.432861
[INFO]Batch 68/2800, repair costs (reward): 1174465.552, loss: -426141732.705882, critic_loss: 1399352100743.529297
[INFO]Batch 69/2800, repair costs (reward): 1175239.461, loss: -426406713.507246, critic_loss: 1401142125849.970947
[INFO]Batch 70/2800, repair costs (reward): 1174028.753, loss: -425942324.571429, critic_loss: 1398238654346.971436
[INFO]Batch 71/2800, repair costs (reward): 1175001.284, loss: -426291618.253521, critic_loss: 1400432442699.718262
[INFO]Batch 72/2800, repair costs (reward): 1173674.098, loss: -425810524.888889, critic_loss: 1397271714929.777832
[INFO]Batch 73/2800, repair costs (reward): 1174732.153, loss: -426167235.068493, critic_loss: 1399667182886.575439
[INFO]Batch 74/2800, repair costs (reward): 1174397.036, loss: -426040522.810811, critic_loss: 1398727966720.000000
[INFO]Batch 75/2800, repair costs (reward): 1174389.433, loss: -426011087.360000, critic_loss: 1398961677707.946777
[INFO]Batch 76/2800, repair costs (reward): 1173661.950, loss: -425756291.368421, critic_loss: 1397121853547.789551
[INFO]Batch 77/2800, repair costs (reward): 1172462.558, loss: -425311599.376623, critic_loss: 1394294969543.480469
[INFO]Batch 78/2800, repair costs (reward): 1172575.637, loss: -425332608.820513, critic_loss: 1394471722797.948730
[INFO]Batch 79/2800, repair costs (reward): 1171945.708, loss: -425076147.037975, critic_loss: 1392938460898.835449
[INFO]Batch 80/2800, repair costs (reward): 1171955.405, loss: -425052291.200000, critic_loss: 1392863449907.199951
[INFO]Batch 81/2800, repair costs (reward): 1173400.286, loss: -425529304.098765, critic_loss: 1396431966359.703613
[INFO]Batch 82/2800, repair costs (reward): 1173914.257, loss: -425689346.731707, critic_loss: 1397492210313.365967
[INFO]Batch 83/2800, repair costs (reward): 1175679.615, loss: -426312237.108434, critic_loss: 1401779156276.433838
[INFO]Batch 84/2800, repair costs (reward): 1176469.864, loss: -426599655.619048, critic_loss: 1403559144886.857178
[INFO]Batch 85/2800, repair costs (reward): 1176781.685, loss: -426694091.670588, critic_loss: 1404170220339.199951
[INFO]Batch 86/2800, repair costs (reward): 1176248.418, loss: -426495890.232558, critic_loss: 1402789513073.116211
[INFO]Batch 87/2800, repair costs (reward): 1175483.146, loss: -426225117.793103, critic_loss: 1400935708083.494141
[INFO]Batch 88/2800, repair costs (reward): 1174489.900, loss: -425864798.545455, critic_loss: 1398600928162.909180
[INFO]Batch 89/2800, repair costs (reward): 1173358.630, loss: -425477378.157303, critic_loss: 1395962080221.483154
[INFO]Batch 90/2800, repair costs (reward): 1171209.615, loss: -424704727.111111, critic_loss: 1391164555992.177734
[INFO]Batch 91/2800, repair costs (reward): 1168590.863, loss: -423775331.868132, critic_loss: 1385482021246.593506
[INFO]Batch 92/2800, repair costs (reward): 1165921.169, loss: -422804013.913043, critic_loss: 1379699026365.217285
[INFO]Batch 93/2800, repair costs (reward): 1163524.724, loss: -421930944.344086, critic_loss: 1374477415677.247314
[INFO]Batch 94/2800, repair costs (reward): 1161458.845, loss: -421180445.957447, critic_loss: 1369878045543.489258
[INFO]Batch 95/2800, repair costs (reward): 1159460.607, loss: -420459172.042105, critic_loss: 1365438376043.789551
[INFO]Batch 96/2800, repair costs (reward): 1157289.838, loss: -419657609.666667, critic_loss: 1360658913280.000000
[INFO]Batch 97/2800, repair costs (reward): 1155133.154, loss: -418863739.711340, critic_loss: 1355872606820.288574
[INFO]Batch 98/2800, repair costs (reward): 1152737.573, loss: -417993422.367347, critic_loss: 1350671638360.816406
[INFO]Batch 99/2800, repair costs (reward): 1150814.043, loss: -417300504.565657, critic_loss: 1346403325931.313232
[INFO]Batch 100/2800, repair costs (reward): 1149094.043, loss: -416688361.600000, critic_loss: 1342557150248.959961
