[INFO]Started
[INFO]Call: main.py--modetrain--lns_destructionT--lns_destruction_p0.2--nb_batches_training_set2500--nb_train_batches2800--batch_size25--lns_timelimit300--lns_batch_size5--test_size10--valid_size10--training_path/content/drive/MyDrive/MBA/data/050/vrppd-instances-1.0/train/pa-0--run_name050_PA_0_TRAIN--load_partial_instanceTrue--devicecpu
[INFO]Version: 0.3.0
[INFO]PARAMETERS:
[INFO]actor_lr: 0.0001
[INFO]batch_size: 25
[INFO]calculate_real_distance: False
[INFO]create_training_dataset: False
[INFO]critic_hidden_size: 128
[INFO]critic_lr: 0.0005
[INFO]device: cpu
[INFO]instance_blueprint: ALTR_20
[INFO]instance_path: None
[INFO]lns_Z_param: 0.8
[INFO]lns_adaptive_search: False
[INFO]lns_batch_size: 5
[INFO]lns_destruction: T
[INFO]lns_destruction_p: 0.2
[INFO]lns_max_iterations: 50000
[INFO]lns_nb_cpus: 1
[INFO]lns_reheating_nb: 5
[INFO]lns_t_max: 1000
[INFO]lns_t_min: 10
[INFO]lns_timelimit: 300
[INFO]lns_timelimit_validation: 300.0
[INFO]load_partial_instance: True
[INFO]max_grad_norm: 2.0
[INFO]mode: train
[INFO]model_path: None
[INFO]nb_batches_training_set: 2500
[INFO]nb_runs: 1
[INFO]nb_train_batches: 2800
[INFO]output_path: /content/NLNS/runs/run_050_PA_0_TRAIN_2023-11-29 06:03:41.839429
[INFO]pointer_hidden_size: 128
[INFO]round_distances: False
[INFO]run_name: 050_PA_0_TRAIN
[INFO]split_delivery: False
[INFO]test_size: 10
[INFO]training_path: /content/drive/MyDrive/MBA/data/050/vrppd-instances-1.0/train/pa-0
[INFO]valid_size: 10
[INFO]validation_seed: 0
[INFO]----------
[INFO]Generating training data...
[INFO]Loading training data...
[INFO]Loading validation data...
[INFO]Data loaded...
[INFO]Starting training...
[INFO]Batch 1/2800, repair costs (reward): 1112252.000, loss: -407599968.000000, critic_loss: 1251872997376.000000
[INFO]Batch 20/2800, repair costs (reward): 1195007.481, loss: -434501406.400000, critic_loss: 1449589971353.600098
[INFO]Batch 21/2800, repair costs (reward): 1196795.077, loss: -435192883.809524, critic_loss: 1453565898166.857178
[INFO]Batch 22/2800, repair costs (reward): 1196932.278, loss: -435174071.272727, critic_loss: 1453735232977.454590
[INFO]Batch 23/2800, repair costs (reward): 1198884.533, loss: -435797527.652174, critic_loss: 1458173338668.521729
[INFO]Batch 24/2800, repair costs (reward): 1200373.906, loss: -436335241.333333, critic_loss: 1461504857429.333252
[INFO]Batch 25/2800, repair costs (reward): 1198601.230, loss: -435633162.240000, critic_loss: 1456723748454.399902
[INFO]Batch 26/2800, repair costs (reward): 1194493.865, loss: -434170688.000000, critic_loss: 1447072255684.923096
[INFO]Batch 27/2800, repair costs (reward): 1195350.426, loss: -434476202.666667, critic_loss: 1449241117885.629639
[INFO]Batch 28/2800, repair costs (reward): 1194488.054, loss: -434150492.571429, critic_loss: 1447012134326.857178
[INFO]Batch 29/2800, repair costs (reward): 1201851.556, loss: -436767042.206897, critic_loss: 1465797054887.724121
[INFO]Batch 30/2800, repair costs (reward): 1198928.983, loss: -435704308.266667, critic_loss: 1458633943722.666748
[INFO]Batch 31/2800, repair costs (reward): 1198373.879, loss: -435434568.258065, critic_loss: 1456915155010.064453
[INFO]Batch 32/2800, repair costs (reward): 1195770.098, loss: -434504341.000000, critic_loss: 1450638151680.000000
[INFO]Batch 33/2800, repair costs (reward): 1197187.269, loss: -435034549.333333, critic_loss: 1453755004990.060547
[INFO]Batch 34/2800, repair costs (reward): 1196216.890, loss: -434641257.411765, critic_loss: 1451329693093.646973
[INFO]Batch 35/2800, repair costs (reward): 1194444.875, loss: -433979048.228571, critic_loss: 1447076283772.342773
[INFO]Batch 36/2800, repair costs (reward): 1192217.424, loss: -433154553.777778, critic_loss: 1441787481656.888916
[INFO]Batch 37/2800, repair costs (reward): 1191408.801, loss: -432901017.945946, critic_loss: 1439725614495.135254
[INFO]Batch 38/2800, repair costs (reward): 1192153.513, loss: -433174104.421053, critic_loss: 1441378371260.631592
[INFO]Batch 39/2800, repair costs (reward): 1190988.929, loss: -432754796.307692, critic_loss: 1438634082304.000000
[INFO]Batch 40/2800, repair costs (reward): 1191066.066, loss: -432757043.200000, critic_loss: 1438479256780.800049
[INFO]Batch 41/2800, repair costs (reward): 1190244.591, loss: -432429752.975610, critic_loss: 1436266081205.073242
[INFO]Batch 42/2800, repair costs (reward): 1187360.494, loss: -431385430.857143, critic_loss: 1429634397915.428467
[INFO]Batch 43/2800, repair costs (reward): 1185277.131, loss: -430612753.860465, critic_loss: 1424725514192.372070
[INFO]Batch 44/2800, repair costs (reward): 1183968.259, loss: -430141336.000000, critic_loss: 1421382123520.000000
[INFO]Batch 45/2800, repair costs (reward): 1185502.069, loss: -430608648.533333, critic_loss: 1425572734202.311035
[INFO]Batch 46/2800, repair costs (reward): 1184887.709, loss: -430389715.478261, critic_loss: 1423925572830.608643
[INFO]Batch 47/2800, repair costs (reward): 1184526.559, loss: -430255633.021277, critic_loss: 1422918741928.851074
[INFO]Batch 48/2800, repair costs (reward): 1186461.461, loss: -430919924.666667, critic_loss: 1427548053504.000000
[INFO]Batch 49/2800, repair costs (reward): 1184824.046, loss: -430322324.897959, critic_loss: 1423688407583.346924
[INFO]Batch 50/2800, repair costs (reward): 1184700.710, loss: -430267548.160000, critic_loss: 1423301880053.760010
[INFO]Batch 51/2800, repair costs (reward): 1183416.708, loss: -429805928.156863, critic_loss: 1420039794607.686279
[INFO]Batch 52/2800, repair costs (reward): 1184494.651, loss: -430197393.846154, critic_loss: 1422543494537.846191
[INFO]Batch 53/2800, repair costs (reward): 1186198.665, loss: -430788794.566038, critic_loss: 1426729675640.754639
[INFO]Batch 54/2800, repair costs (reward): 1187609.738, loss: -431291115.259259, critic_loss: 1430041640353.185303
[INFO]Batch 55/2800, repair costs (reward): 1188885.945, loss: -431740690.036364, critic_loss: 1432991265885.090820
[INFO]Batch 56/2800, repair costs (reward): 1188326.674, loss: -431535552.000000, critic_loss: 1431519718838.857178
[INFO]Batch 57/2800, repair costs (reward): 1185787.775, loss: -430602547.649123, critic_loss: 1425831877649.964844
[INFO]Batch 58/2800, repair costs (reward): 1184824.012, loss: -430277656.275862, critic_loss: 1423482014472.827637
[INFO]Batch 59/2800, repair costs (reward): 1183380.253, loss: -429710855.050847, critic_loss: 1420003879224.406738
[INFO]Batch 60/2800, repair costs (reward): 1183018.201, loss: -429602784.533333, critic_loss: 1418965575270.399902
[INFO]Batch 61/2800, repair costs (reward): 1182588.595, loss: -429465172.459016, critic_loss: 1417803829986.623047
[INFO]Batch 62/2800, repair costs (reward): 1182820.041, loss: -429522414.451613, critic_loss: 1418268637117.935547
[INFO]Batch 63/2800, repair costs (reward): 1182690.029, loss: -429461349.587302, critic_loss: 1417750671815.111084
[INFO]Batch 64/2800, repair costs (reward): 1180987.870, loss: -428848028.000000, critic_loss: 1413746362368.000000
[INFO]Batch 65/2800, repair costs (reward): 1180631.716, loss: -428730074.584615, critic_loss: 1412755531114.338379
[INFO]Batch 66/2800, repair costs (reward): 1181073.660, loss: -428883651.878788, critic_loss: 1413522216277.333252
[INFO]Batch 67/2800, repair costs (reward): 1181544.501, loss: -429050253.373134, critic_loss: 1414554369803.462646
[INFO]Batch 68/2800, repair costs (reward): 1180002.240, loss: -428488131.294118, critic_loss: 1410977811275.294189
[INFO]Batch 69/2800, repair costs (reward): 1180859.532, loss: -428791989.333333, critic_loss: 1412903309490.086914
[INFO]Batch 70/2800, repair costs (reward): 1180059.921, loss: -428455251.657143, critic_loss: 1410860002274.742920
[INFO]Batch 71/2800, repair costs (reward): 1180658.260, loss: -428648224.450704, critic_loss: 1412098258684.394287
[INFO]Batch 72/2800, repair costs (reward): 1179286.195, loss: -428138048.000000, critic_loss: 1408806822798.222168
[INFO]Batch 73/2800, repair costs (reward): 1180226.379, loss: -428442627.068493, critic_loss: 1410916277486.465820
[INFO]Batch 74/2800, repair costs (reward): 1180579.261, loss: -428563376.432432, critic_loss: 1411699530226.162109
[INFO]Batch 75/2800, repair costs (reward): 1180229.814, loss: -428417411.840000, critic_loss: 1410830270027.093262
[INFO]Batch 76/2800, repair costs (reward): 1180013.856, loss: -428302256.842105, critic_loss: 1410209015053.473633
[INFO]Batch 77/2800, repair costs (reward): 1178994.527, loss: -427931263.584416, critic_loss: 1407650871003.428467
[INFO]Batch 78/2800, repair costs (reward): 1179001.151, loss: -427925796.512821, critic_loss: 1407503129573.743652
[INFO]Batch 79/2800, repair costs (reward): 1178406.121, loss: -427683813.670886, critic_loss: 1405972761638.885986
[INFO]Batch 80/2800, repair costs (reward): 1178207.065, loss: -427614297.200000, critic_loss: 1405395843481.600098
[INFO]Batch 81/2800, repair costs (reward): 1179296.785, loss: -427997656.888889, critic_loss: 1407956164506.864258
[INFO]Batch 82/2800, repair costs (reward): 1180138.132, loss: -428258247.804878, critic_loss: 1409810059563.707275
[INFO]Batch 83/2800, repair costs (reward): 1181265.681, loss: -428662564.626506, critic_loss: 1412576441257.638672
[INFO]Batch 84/2800, repair costs (reward): 1181957.813, loss: -428877558.095238, critic_loss: 1414170002188.190430
[INFO]Batch 85/2800, repair costs (reward): 1182018.665, loss: -428901859.764706, critic_loss: 1414154150369.882324
[INFO]Batch 86/2800, repair costs (reward): 1181909.700, loss: -428848794.418605, critic_loss: 1413694686708.093018
[INFO]Batch 87/2800, repair costs (reward): 1180759.442, loss: -428420192.735632, critic_loss: 1410963324739.678223
[INFO]Batch 88/2800, repair costs (reward): 1179678.308, loss: -428021603.272727, critic_loss: 1408477350818.909180
[INFO]Batch 89/2800, repair costs (reward): 1178729.614, loss: -427651864.808989, critic_loss: 1406203410086.831543
[INFO]Batch 90/2800, repair costs (reward): 1177143.435, loss: -427068758.400000, critic_loss: 1402646333576.533447
[INFO]Batch 91/2800, repair costs (reward): 1176531.657, loss: -426845934.065934, critic_loss: 1401104736346.021973
[INFO]Batch 92/2800, repair costs (reward): 1176126.788, loss: -426639262.608696, critic_loss: 1400328806043.826172
[INFO]Batch 93/2800, repair costs (reward): 1176827.493, loss: -426846341.849462, critic_loss: 1401900377737.634521
[INFO]Batch 94/2800, repair costs (reward): 1175600.160, loss: -426385638.808511, critic_loss: 1399023808773.446777
[INFO]Batch 95/2800, repair costs (reward): 1174880.124, loss: -426134669.136842, critic_loss: 1397191949818.610596
[INFO]Batch 96/2800, repair costs (reward): 1176014.089, loss: -426519787.666667, critic_loss: 1399984844800.000000
[INFO]Batch 97/2800, repair costs (reward): 1176440.619, loss: -426625052.041237, critic_loss: 1400920762769.154541
[INFO]Batch 98/2800, repair costs (reward): 1176132.258, loss: -426488855.510204, critic_loss: 1400044302753.959229
[INFO]Batch 99/2800, repair costs (reward): 1176307.598, loss: -426524949.656566, critic_loss: 1400311126491.798096
[INFO]Batch 100/2800, repair costs (reward): 1177274.159, loss: -426852721.920000, critic_loss: 1402546989301.760010
[INFO]Batch 101/2800, repair costs (reward): 1177571.652, loss: -426938765.940594, critic_loss: 1403083064269.306885
[INFO]Batch 102/2800, repair costs (reward): 1178201.136, loss: -427122245.960784, critic_loss: 1404583272929.882324
[INFO]Batch 103/2800, repair costs (reward): 1178697.290, loss: -427264124.893204, critic_loss: 1405739270780.271729
[INFO]Batch 104/2800, repair costs (reward): 1178055.246, loss: -427023030.461538, critic_loss: 1404124959665.230713
[INFO]Batch 105/2800, repair costs (reward): 1178427.665, loss: -427131226.514286, critic_loss: 1404917263330.742920
[INFO]Batch 106/2800, repair costs (reward): 1178845.118, loss: -427247102.188679, critic_loss: 1405812759494.037842
[INFO]Batch 107/2800, repair costs (reward): 1179363.525, loss: -427432060.411215, critic_loss: 1406916875503.252441
[INFO]Batch 108/2800, repair costs (reward): 1179560.561, loss: -427473246.814815, critic_loss: 1407315896395.851807
[INFO]Batch 109/2800, repair costs (reward): 1179643.937, loss: -427458205.651376, critic_loss: 1407344775280.733887
[INFO]Batch 110/2800, repair costs (reward): 1179362.448, loss: -427333976.436364, critic_loss: 1406579264121.018066
[INFO]Batch 111/2800, repair costs (reward): 1179978.216, loss: -427511217.585586, critic_loss: 1407876726784.000000
[INFO]Batch 112/2800, repair costs (reward): 1179967.884, loss: -427478070.000000, critic_loss: 1407770461330.285645
[INFO]Batch 113/2800, repair costs (reward): 1180560.803, loss: -427661509.380531, critic_loss: 1409064944340.955811
[INFO]Batch 114/2800, repair costs (reward): 1181101.388, loss: -427830926.877193, critic_loss: 1410259292663.017578
[INFO]Batch 115/2800, repair costs (reward): 1180914.401, loss: -427737813.147826, critic_loss: 1409690341554.086914
[INFO]Batch 116/2800, repair costs (reward): 1180475.884, loss: -427568827.034483, critic_loss: 1408518641734.620605
[INFO]Batch 117/2800, repair costs (reward): 1180747.552, loss: -427644933.743590, critic_loss: 1409048632573.812012
[INFO]Batch 118/2800, repair costs (reward): 1180731.658, loss: -427606048.000000, critic_loss: 1408993716814.101807
[INFO]Batch 119/2800, repair costs (reward): 1182370.944, loss: -428170978.151260, critic_loss: 1412995577425.747803
[INFO]Batch 120/2800, repair costs (reward): 1181816.271, loss: -427949992.533333, critic_loss: 1411574042897.066650
[INFO]Batch 121/2800, repair costs (reward): 1181766.679, loss: -427919822.016529, critic_loss: 1411262431367.405029
[INFO]Batch 122/2800, repair costs (reward): 1181201.691, loss: -427693307.540984, critic_loss: 1409832582093.639404
[INFO]Batch 123/2800, repair costs (reward): 1181958.565, loss: -427942907.056911, critic_loss: 1411513771249.430908
[INFO]Batch 124/2800, repair costs (reward): 1181688.844, loss: -427827414.451613, critic_loss: 1410750025860.129150
[INFO]Batch 125/2800, repair costs (reward): 1181503.192, loss: -427751916.288000, critic_loss: 1410209208598.528076
[INFO]Batch 126/2800, repair costs (reward): 1180961.414, loss: -427527460.317460, critic_loss: 1408899922667.682617
[INFO]Batch 127/2800, repair costs (reward): 1180720.475, loss: -427413129.322835, critic_loss: 1408219712278.173340
[INFO]Batch 128/2800, repair costs (reward): 1181063.792, loss: -427512346.750000, critic_loss: 1408952989696.000000
[INFO]Batch 129/2800, repair costs (reward): 1180731.814, loss: -427377147.038760, critic_loss: 1408125057420.899170
[INFO]Batch 130/2800, repair costs (reward): 1180795.812, loss: -427370971.815385, critic_loss: 1408084602943.015381
[INFO]Batch 131/2800, repair costs (reward): 1180537.254, loss: -427241860.641221, critic_loss: 1407383872050.809082
[INFO]Batch 132/2800, repair costs (reward): 1179929.706, loss: -427004585.212121, critic_loss: 1405865420986.181885
[INFO]Batch 133/2800, repair costs (reward): 1179370.199, loss: -426790016.000000, critic_loss: 1404527010346.345947
[INFO]Batch 134/2800, repair costs (reward): 1179112.101, loss: -426671463.641791, critic_loss: 1403769802813.134277
[INFO]Batch 135/2800, repair costs (reward): 1179588.334, loss: -426806168.414815, critic_loss: 1405040763668.859375
[INFO]Batch 136/2800, repair costs (reward): 1179331.149, loss: -426694842.117647, critic_loss: 1404320415744.000000
[INFO]Batch 137/2800, repair costs (reward): 1179187.800, loss: -426627307.912409, critic_loss: 1403879225956.905029
[INFO]Batch 138/2800, repair costs (reward): 1180152.914, loss: -426945802.666667, critic_loss: 1406122199841.391357
[INFO]Batch 139/2800, repair costs (reward): 1179492.779, loss: -426693189.755396, critic_loss: 1404524648079.654785
[INFO]Batch 140/2800, repair costs (reward): 1179559.377, loss: -426692995.428571, critic_loss: 1404579567557.485596
[INFO]Batch 141/2800, repair costs (reward): 1179111.904, loss: -426507172.765957, critic_loss: 1403389643260.368896
[INFO]Batch 142/2800, repair costs (reward): 1179535.703, loss: -426628699.943662, critic_loss: 1404267305738.816895
[INFO]Batch 143/2800, repair costs (reward): 1180016.950, loss: -426772198.265734, critic_loss: 1405298338894.769287
[INFO]Batch 144/2800, repair costs (reward): 1180531.364, loss: -426938437.333333, critic_loss: 1406401296611.555664
[INFO]Batch 145/2800, repair costs (reward): 1180997.985, loss: -427105377.103448, critic_loss: 1407381172478.234375
[INFO]Batch 146/2800, repair costs (reward): 1180698.942, loss: -426964393.205479, critic_loss: 1406518334281.643799
[INFO]Batch 147/2800, repair costs (reward): 1179823.631, loss: -426629652.680272, critic_loss: 1404465631482.775391
[INFO]Batch 148/2800, repair costs (reward): 1179669.133, loss: -426543009.297297, critic_loss: 1404002522748.540527
[INFO]Batch 149/2800, repair costs (reward): 1179395.317, loss: -426426258.255034, critic_loss: 1403240512216.483154
[INFO]Batch 150/2800, repair costs (reward): 1179474.913, loss: -426425259.733333, critic_loss: 1403301336186.879883
[INFO]Batch 151/2800, repair costs (reward): 1179267.476, loss: -426331559.841060, critic_loss: 1402693718911.152344
[INFO]Batch 152/2800, repair costs (reward): 1179472.717, loss: -426374865.473684, critic_loss: 1403087531816.421143
[INFO]Batch 153/2800, repair costs (reward): 1179197.341, loss: -426250884.392157, critic_loss: 1402309522398.535889
[INFO]Batch 154/2800, repair costs (reward): 1178367.828, loss: -425934546.909091, critic_loss: 1400324147067.012939
[INFO]Batch 155/2800, repair costs (reward): 1178241.202, loss: -425854613.883871, critic_loss: 1399924186871.741943
[INFO]Batch 156/2800, repair costs (reward): 1178275.552, loss: -425826684.717949, critic_loss: 1399838512889.435791
[INFO]Batch 157/2800, repair costs (reward): 1178587.070, loss: -425907949.248408, critic_loss: 1400446690062.675049
[INFO]Batch 158/2800, repair costs (reward): 1178002.770, loss: -425667414.886076, critic_loss: 1399066062796.151855
[INFO]Batch 159/2800, repair costs (reward): 1178501.073, loss: -425818981.635220, critic_loss: 1400123056282.565918
[INFO]Batch 160/2800, repair costs (reward): 1177858.859, loss: -425550352.000000, critic_loss: 1398570183065.600098
[INFO]Batch 161/2800, repair costs (reward): 1178039.598, loss: -425569269.267081, critic_loss: 1398857079559.950195
[INFO]Batch 162/2800, repair costs (reward): 1177425.500, loss: -425319744.000000, critic_loss: 1397368116565.333252
[INFO]Batch 163/2800, repair costs (reward): 1177958.452, loss: -425468751.509202, critic_loss: 1398518453756.858887
[INFO]Batch 164/2800, repair costs (reward): 1177968.019, loss: -425432795.707317, critic_loss: 1398421874438.243896
[INFO]Batch 165/2800, repair costs (reward): 1177843.115, loss: -425341965.575758, critic_loss: 1398008819538.230225
[INFO]Batch 166/2800, repair costs (reward): 1177891.721, loss: -425328515.855422, critic_loss: 1398034092081.349365
[INFO]Batch 167/2800, repair costs (reward): 1177578.356, loss: -425197072.862275, critic_loss: 1397145665928.431152
[INFO]Batch 168/2800, repair costs (reward): 1177602.669, loss: -425172032.952381, critic_loss: 1397029534963.809570
[INFO]Batch 169/2800, repair costs (reward): 1177252.348, loss: -425016560.473373, critic_loss: 1396099238263.668701
[INFO]Batch 170/2800, repair costs (reward): 1177241.319, loss: -424993038.682353, critic_loss: 1395933484694.588135
[INFO]Batch 171/2800, repair costs (reward): 1177724.630, loss: -425131255.766082, critic_loss: 1396946047862.269043
[INFO]Batch 172/2800, repair costs (reward): 1178021.570, loss: -425210352.930233, critic_loss: 1397485575620.465088
[INFO]Batch 173/2800, repair costs (reward): 1178621.400, loss: -425378722.959538, critic_loss: 1398882973755.190674
[INFO]Batch 174/2800, repair costs (reward): 1179183.277, loss: -425559861.885057, critic_loss: 1400103474705.655273
[INFO]Batch 175/2800, repair costs (reward): 1179359.659, loss: -425592405.211429, critic_loss: 1400352500425.874268
[INFO]Batch 176/2800, repair costs (reward): 1179015.531, loss: -425438279.818182, critic_loss: 1399386587136.000000
[INFO]Batch 177/2800, repair costs (reward): 1178410.146, loss: -425198164.248588, critic_loss: 1397895811696.813477
[INFO]Batch 178/2800, repair costs (reward): 1178061.752, loss: -425037524.494382, critic_loss: 1396950470609.977539
[INFO]Batch 179/2800, repair costs (reward): 1177635.653, loss: -424856554.905028, critic_loss: 1395827085243.352051
[INFO]Batch 180/2800, repair costs (reward): 1176797.442, loss: -424534337.777778, critic_loss: 1393870026979.555664
[INFO]Batch 181/2800, repair costs (reward): 1176523.942, loss: -424392750.320442, critic_loss: 1393104835623.602295
[INFO]Batch 182/2800, repair costs (reward): 1176507.498, loss: -424337556.923077, critic_loss: 1393135768317.186768
[INFO]Batch 183/2800, repair costs (reward): 1176899.586, loss: -424441436.852459, critic_loss: 1393898138640.786865
[INFO]Batch 184/2800, repair costs (reward): 1176243.423, loss: -424179589.913043, critic_loss: 1392296381573.565186
[INFO]Batch 185/2800, repair costs (reward): 1175899.965, loss: -424022760.475676, critic_loss: 1391345040168.129639
[INFO]Batch 186/2800, repair costs (reward): 1176601.419, loss: -424246755.268817, critic_loss: 1392965296392.258057
[INFO]Batch 187/2800, repair costs (reward): 1176665.067, loss: -424235266.224599, critic_loss: 1392966792986.010742
[INFO]Batch 188/2800, repair costs (reward): 1176679.028, loss: -424203293.446809, critic_loss: 1392859900121.872314
[INFO]Batch 189/2800, repair costs (reward): 1176623.251, loss: -424154471.111111, critic_loss: 1392567000177.777832
[INFO]Batch 190/2800, repair costs (reward): 1176953.448, loss: -424230835.536842, critic_loss: 1393261544458.779053
[INFO]Batch 191/2800, repair costs (reward): 1177091.388, loss: -424255304.544503, critic_loss: 1393405976876.230469
[INFO]Batch 192/2800, repair costs (reward): 1177520.479, loss: -424369792.833333, critic_loss: 1394355608576.000000
[INFO]Batch 193/2800, repair costs (reward): 1177850.425, loss: -424456448.331606, critic_loss: 1394987715822.756592
[INFO]Batch 194/2800, repair costs (reward): 1177439.286, loss: -424284591.505155, critic_loss: 1393945996340.783447
[INFO]Batch 195/2800, repair costs (reward): 1177624.996, loss: -424322253.948718, critic_loss: 1394278690710.974365
[INFO]Batch 196/2800, repair costs (reward): 1177792.155, loss: -424340097.469388, critic_loss: 1394532003923.591797
[INFO]Batch 197/2800, repair costs (reward): 1178139.951, loss: -424431581.725888, critic_loss: 1395210577743.269043
[INFO]Batch 198/2800, repair costs (reward): 1178355.657, loss: -424469463.272727, critic_loss: 1395595597141.333252
[INFO]Batch 199/2800, repair costs (reward): 1178451.284, loss: -424480379.175879, critic_loss: 1395678903332.020020
[INFO]Batch 200/2800, repair costs (reward): 1178357.525, loss: -424413715.520000, critic_loss: 1395285366865.919922
[INFO]Batch 201/2800, repair costs (reward): 1178721.278, loss: -424501534.248756, critic_loss: 1395978239836.975098
[INFO]Batch 202/2800, repair costs (reward): 1178608.744, loss: -424425590.811881, critic_loss: 1395542324376.079102
[INFO]Batch 203/2800, repair costs (reward): 1178873.965, loss: -424489650.600985, critic_loss: 1396041691922.916260
[INFO]Batch 204/2800, repair costs (reward): 1179099.362, loss: -424527659.450980, critic_loss: 1396410060237.803955
[INFO]Batch 205/2800, repair costs (reward): 1179134.445, loss: -424515081.209756, critic_loss: 1396331238474.926758
[INFO]Batch 206/2800, repair costs (reward): 1178947.837, loss: -424415069.203883, critic_loss: 1395732499088.155273
[INFO]Batch 207/2800, repair costs (reward): 1179143.380, loss: -424447410.705314, critic_loss: 1396071137280.000000
[INFO]Batch 208/2800, repair costs (reward): 1178946.904, loss: -424344380.769231, critic_loss: 1395490286985.846191
[INFO]Batch 209/2800, repair costs (reward): 1179814.588, loss: -424616900.593301, critic_loss: 1397465375229.550293
[INFO]Batch 210/2800, repair costs (reward): 1179441.416, loss: -424452914.590476, critic_loss: 1396451846826.666748
[INFO]Batch 211/2800, repair costs (reward): 1179377.032, loss: -424397711.772512, critic_loss: 1396131798768.227539
[INFO]Batch 212/2800, repair costs (reward): 1179080.587, loss: -424250372.377358, critic_loss: 1395286114613.132080
[INFO]Batch 213/2800, repair costs (reward): 1179473.398, loss: -424356041.615023, critic_loss: 1396065893169.277100
[INFO]Batch 214/2800, repair costs (reward): 1179350.445, loss: -424281831.327103, critic_loss: 1395633869757.009277
[INFO]Batch 215/2800, repair costs (reward): 1179233.156, loss: -424216261.506977, critic_loss: 1395235269798.697754
